name,league,position,minutes_played,goals,assists,expected_goals,goals_per90,assists_per90,goals_minus_xg
Haissem Hassan,LaLiga,M,1516,0,3,1.4255,0.0,0.17810026385224276,-1.4255
Kwasi Sibo,LaLiga,M,1070,0,0,0.296,0.0,0.0,-0.296
Ilyas Chaira,LaLiga,M,1613,3,1,4.5042,0.16738995660260383,0.05579665220086794,-1.5042
Leander Dendoncker,LaLiga,M,1339,1,0,0.8047,0.06721433905899926,0.0,0.19530000000000003
Thiago Fernández,LaLiga,M,136,0,1,0.1779,0.0,0.6617647058823529,-0.1779
Luka Ilić,LaLiga,M,610,1,0,0.4582,0.14754098360655737,0.0,0.5418000000000001
Santiago Colombatto,LaLiga,M,1561,0,1,0.5038,0.0,0.05765534913516976,-0.5038
Nicolas Fonseca,LaLiga,M,320,0,0,0.2341,0.0,0.0,-0.2341
Ovie Ejaria,LaLiga,M,177,0,0,0.1386,0.0,0.0,-0.1386
Alberto Reina,LaLiga,M,1492,2,0,1.9583,0.12064343163538874,0.0,0.04170000000000007
Pablo Agudín,LaLiga,M,66,0,0,0.0352,0.0,0.0,-0.0352
Eric Bailly,LaLiga,D,594,1,0,0.2877,0.15151515151515152,0.0,0.7122999999999999
Abdel Rahim,LaLiga,D,1413,0,0,0.0414,0.0,0.0,-0.0414
David Carmo,LaLiga,D,1632,1,0,0.9059,0.05514705882352941,0.0,0.09409999999999996
Javi López,LaLiga,D,946,0,0,0.0986,0.0,0.0,-0.0986
Nacho Vidal,LaLiga,D,1326,0,0,1.1938,0.0,0.0,-1.1938
David Costas,LaLiga,D,1441,0,0,0.4481,0.0,0.0,-0.4481
Dani Calvo,LaLiga,D,884,0,0,,0.0,0.0,
Lucas Ahijado,LaLiga,D,968,0,1,0.9216,0.0,0.09297520661157024,-0.9216
Aarón Escandell,LaLiga,G,2340,0,0,,0.0,0.0,
Lautaro Martínez,Serie A,F,1905,14,4,11.5645,0.6614173228346456,0.1889763779527559,2.4354999999999993
Marcus Thuram,Serie A,F,1321,7,3,6.0435,0.4769114307342922,0.2043906131718395,0.9565000000000001
Ange-Yoan Bonny,Serie A,F,777,5,3,3.2446,0.5791505791505791,0.3474903474903475,1.7553999999999998
Francesco Pio Esposito,Serie A,F,1057,4,3,4.6834,0.34058656575212864,0.2554399243140965,-0.6833999999999998
Matteo Lavelli,Serie A,F,12,0,0,,0.0,0.0,
Hakan Çalhanoğlu,Serie A,M,1338,8,2,5.5334,0.5381165919282511,0.13452914798206278,2.4665999999999997
Nicolò Barella,Serie A,M,1839,1,5,2.592,0.04893964110929853,0.2446982055464927,-1.592
Piotr Zieliński,Serie A,M,1455,5,1,2.0222,0.30927835051546393,0.061855670103092786,2.9778
Federico Dimarco,Serie A,M,2077,6,14,4.026,0.2599903707270101,0.6066441983630236,1.9740000000000002
Denzel Dumfries,Serie A,M,754,1,0,1.4798,0.11936339522546419,0.0,-0.4798
Henrikh Mkhitaryan,Serie A,M,1159,2,1,3.3511,0.1553062985332183,0.07765314926660916,-1.3511000000000002
Petar Sučić,Serie A,M,1256,1,2,1.3949,0.07165605095541401,0.14331210191082802,-0.39490000000000003
Luís Henrique,Serie A,M,1392,1,2,0.7259,0.06465517241379311,0.12931034482758622,0.2741
Davide Frattesi,Serie A,M,475,0,0,1.7503,0.0,0.0,-1.7503
Andy Diouf,Serie A,M,245,0,0,0.2818,0.0,0.0,-0.2818
Matteo Darmian,Serie A,M,70,0,0,,0.0,0.0,
Manuel Akanji,Serie A,D,2200,2,0,1.6724,0.08181818181818182,0.0,0.3275999999999999
Alessandro Bastoni,Serie A,D,2016,1,4,1.3279,0.04464285714285714,0.17857142857142855,-0.3279000000000001
Carlos Augusto,Serie A,D,1112,1,1,1.0646,0.08093525179856116,0.08093525179856116,-0.06459999999999999
Stefan de Vrij,Serie A,D,400,0,0,0.3226,0.0,0.0,-0.3226
Francesco Acerbi,Serie A,D,982,0,0,0.3657,0.0,0.0,-0.3657
Yann Bisseck,Serie A,D,1385,2,1,2.225,0.1299638989169675,0.06498194945848375,-0.2250000000000001
Yann Sommer,Serie A,G,2340,0,0,,0.0,0.0,
Josep Martínez,Serie A,G,180,0,0,,0.0,0.0,
Rafael Leão,Serie A,F,1425,9,2,8.2118,0.5684210526315789,0.12631578947368421,0.7881999999999998
Christopher Nkunku,Serie A,F,995,5,3,6.7507,0.45226130653266333,0.271356783919598,-1.7507000000000001
Santiago Giménez,Serie A,F,627,0,0,2.8295,0.0,0.0,-2.8295
Niclas Füllkrug,Serie A,F,335,1,0,3.3469,0.26865671641791045,0.0,-2.3469
Luka Modrić,Serie A,M,2281,2,3,1.3271,0.0789127575624726,0.11836913634370891,0.6729
Christian Pulišić,Serie A,M,1124,8,2,6.7815,0.6405693950177935,0.16014234875444838,1.2184999999999997
Adrien Rabiot,Serie A,M,1740,4,4,2.2486,0.20689655172413793,0.20689655172413793,1.7513999999999998
Alexis Saelemaekers,Serie A,M,2116,2,3,2.479,0.08506616257088848,0.1275992438563327,-0.4790000000000001
Ruben Loftus-Cheek,Serie A,M,1037,3,1,3.1636,0.2603664416586307,0.08678881388621022,-0.1636000000000002
Youssouf Fofana,Serie A,M,1610,1,3,2.9377,0.055900621118012424,0.16770186335403725,-1.9377
Ardon Jashari,Serie A,M,375,0,1,0.1811,0.0,0.24,-0.1811
Samuele Ricci,Serie A,M,1026,1,3,1.291,0.08771929824561403,0.2631578947368421,-0.2909999999999999
Pervis Estupiñán,Serie A,D,844,1,1,0.3237,0.1066350710900474,0.1066350710900474,0.6763
Strahinja Pavlović,Serie A,D,1970,3,1,2.3292,0.13705583756345177,0.045685279187817264,0.6707999999999998
Fikayo Tomori,Serie A,D,2038,0,2,0.588,0.0,0.08832188420019627,-0.588
Davide Bartesaghi,Serie A,D,1744,2,0,0.8724,0.10321100917431193,0.0,1.1276000000000002
Matteo Gabbia,Serie A,D,1991,0,0,1.3372,0.0,0.0,-1.3372
Koni De Winter,Serie A,D,1373,1,1,0.6143,0.06554989075018208,0.06554989075018208,0.38570000000000004
Zachary Athekame,Serie A,D,441,1,1,0.1033,0.20408163265306123,0.20408163265306123,0.8967
David Odogu,Serie A,D,8,0,0,,0.0,0.0,
Mike Maignan,Serie A,G,2396,0,0,,0.0,0.0,
Pietro Terracciano,Serie A,G,124,0,0,,0.0,0.0,
Rasmus Højlund,Serie A,F,2004,9,2,8.2565,0.40419161676646703,0.08982035928143711,0.7434999999999992
Romelu Lukaku,Serie A,F,50,1,0,0.2633,1.8,0.0,0.7367
David Neres,Serie A,F,925,3,3,1.5387,0.29189189189189185,0.29189189189189185,1.4613
Alisson Santos,Serie A,F,257,2,0,0.4564,0.7003891050583657,0.0,1.5436
Giovane,Serie A,F,1647,3,5,3.33,0.16393442622950818,0.27322404371584696,-0.33000000000000007
Matteo Politano,Serie A,F,1590,0,4,1.5554,0.0,0.22641509433962262,-1.5554
Antonio Vergara,Serie A,F,608,1,2,0.7664,0.14802631578947367,0.29605263157894735,0.23360000000000003
Kevin De Bruyne,Serie A,M,580,4,0,3.3349,0.6206896551724138,0.0,0.6650999999999998
Scott McTominay,Serie A,M,1938,6,3,6.089,0.2786377708978328,0.1393188854489164,-0.08900000000000041
Frank Anguissa,Serie A,M,977,4,1,2.2183,0.368474923234391,0.09211873080859775,1.7816999999999998
Stanislav Lobotka,Serie A,M,1795,1,1,0.4993,0.05013927576601671,0.05013927576601671,0.5006999999999999
Billy Gilmour,Serie A,M,533,1,0,0.3725,0.16885553470919323,0.0,0.6275
Eljif Elmas,Serie A,M,1497,1,2,2.3784,0.06012024048096193,0.12024048096192386,-1.3784
Pasquale Mazzocchi,Serie A,M,222,0,0,0.0451,0.0,0.0,-0.0451
Giovanni Di Lorenzo,Serie A,D,2010,1,1,1.8855,0.04477611940298507,0.04477611940298507,-0.8855
Miguel Gutiérrez,Serie A,D,886,1,1,0.656,0.10158013544018057,0.10158013544018057,0.344
Alessandro Buongiorno,Serie A,D,1740,0,1,1.1457,0.0,0.05172413793103448,-1.1457
Leonardo Spinazzola,Serie A,D,1494,3,3,1.017,0.18072289156626503,0.18072289156626503,1.983
Amir Rrahmani,Serie A,D,1360,1,1,0.6763,0.0661764705882353,0.0661764705882353,0.3237
Mathías Olivera,Serie A,D,796,0,0,1.2762,0.0,0.0,-1.2762
Juan Jesus,Serie A,D,1497,0,0,0.3325,0.0,0.0,-0.3325
Sam Beukema,Serie A,D,1143,2,0,1.5463,0.15748031496062992,0.0,0.4537
Vanja Milinković-Savić,Serie A,G,1800,0,0,,0.0,0.0,
Alex Meret,Serie A,G,720,0,1,,0.0,0.125,
Álvaro Morata,Serie A,F,753,0,1,4.3664,0.0,0.1195219123505976,-4.3664
Assane Diao,Serie A,F,327,0,0,0.4706,0.0,0.0,-0.4706
Anastasios Douvikas,Serie A,F,1564,9,1,8.5801,0.5179028132992327,0.05754475703324809,0.41990000000000016
Nicolas-Gerrit Kühn,Serie A,F,623,1,0,1.02,0.14446227929373998,0.0,-0.020000000000000018
Nico Paz,Serie A,M,2220,9,6,7.1725,0.3648648648648649,0.24324324324324326,1.8274999999999997
Martin Baturina,Serie A,M,904,5,3,0.9166,0.497787610619469,0.29867256637168144,4.0834
Sergi Roberto,Serie A,M,409,0,0,0.8805,0.0,0.0,-0.8805
Máximo Perrone,Serie A,M,2035,2,4,1.3903,0.08845208845208845,0.1769041769041769,0.6096999999999999
Jesús Rodriguez,Serie A,M,1498,1,7,3.7221,0.06008010680907877,0.4205607476635514,-2.7221
Jayden Addai,Serie A,M,688,3,0,1.5392,0.39244186046511625,0.0,1.4608
Maxence Caqueret,Serie A,M,1115,2,4,1.8793,0.16143497757847533,0.32286995515695066,0.12070000000000003
Lucas Da Cunha,Serie A,M,1949,3,3,4.1755,0.13853258081067213,0.13853258081067213,-1.1755000000000004
Jacobo Ramón,Serie A,D,2158,2,0,2.6204,0.08341056533827618,0.0,-0.6204000000000001
Álex Valle,Serie A,D,1559,0,3,0.6958,0.0,0.1731879409878127,-0.6958
Diego Carlos,Serie A,D,1401,0,0,0.309,0.0,0.0,-0.309
Mërgim Vojvoda,Serie A,D,1460,2,2,1.1962,0.12328767123287672,0.12328767123287672,0.8038000000000001
Ivan Smolčić,Serie A,D,1087,0,0,0.5785,0.0,0.0,-0.5785
Marc-Oliver Kempf,Serie A,D,1623,4,0,2.6177,0.22181146025878004,0.0,1.3822999999999999
Alberto Moreno,Serie A,D,820,1,0,0.9218,0.10975609756097561,0.0,0.07820000000000005
Ignace Van der Brempt,Serie A,D,663,0,1,0.0592,0.0,0.13574660633484165,-0.0592
Edoardo Goldaniga,Serie A,D,1,0,0,,0.0,0.0,
Jean Butez,Serie A,G,2520,0,0,,0.0,0.0,
Paulo Dybala,Serie A,F,1056,2,2,4.2342,0.17045454545454547,0.17045454545454547,-2.2342000000000004
Artem Dovbyk,Serie A,F,388,3,1,2.345,0.6958762886597938,0.23195876288659795,0.6549999999999998
Donyell Malen,Serie A,F,661,6,0,5.6078,0.8169440242057489,0.0,0.3921999999999999
Matías Soulé,Serie A,F,1691,6,4,3.3198,0.319337670017741,0.21289178001182735,2.6802
Evan Ferguson,Serie A,F,776,3,2,2.6228,0.3479381443298969,0.23195876288659795,0.3772000000000002
Robinio Vaz,Serie A,F,76,0,0,0.3191,0.0,0.0,-0.3191
Lorenzo Pellegrini,Serie A,F,1193,3,2,5.1051,0.22632020117351215,0.15088013411567477,-2.1051
Stephan El Shaarawy,Serie A,F,381,0,2,0.9052,0.0,0.47244094488188976,-0.9052
Bryan Zaragoza,Serie A,F,135,0,1,0.0504,0.0,0.6666666666666667,-0.0504
Neil El Aynaoui,Serie A,M,603,0,1,0.1589,0.0,0.1492537313432836,-0.1589
Manu Koné,Serie A,M,2212,2,2,2.1114,0.081374321880651,0.081374321880651,-0.11140000000000017
Angeliño,Serie A,M,391,0,0,0.1631,0.0,0.0,-0.1631
Bryan Cristante,Serie A,M,2234,2,1,1.7027,0.08057296329453895,0.04028648164726947,0.2972999999999999
Niccolò Pisilli,Serie A,M,671,1,2,0.9512,0.13412816691505217,0.26825633383010433,0.048799999999999955
Lorenzo Venturino,Serie A,M,189,0,0,0.0977,0.0,0.0,-0.0977
Wesley,Serie A,D,2053,4,0,1.3855,0.17535314174378958,0.0,2.6145
Konstantinos Tsimikas,Serie A,D,505,0,0,0.2955,0.0,0.0,-0.2955
Evan Ndicka,Serie A,D,2016,3,0,1.6976,0.13392857142857142,0.0,1.3024
Gianluca Mancini,Serie A,D,2401,0,2,1.3846,0.0,0.07496876301541025,-1.3846
Jan Ziółkowski,Serie A,D,447,0,0,,0.0,0.0,
Zeki Çelik,Serie A,D,2012,1,2,1.3271,0.04473161033797216,0.08946322067594432,-0.32709999999999995
Mario Hermoso,Serie A,D,1298,1,0,0.5799,0.06933744221879816,0.0,0.42010000000000003
Devyne Rensch,Serie A,D,648,0,1,0.2114,0.0,0.1388888888888889,-0.2114
Daniele Ghilardi,Serie A,D,660,0,0,0.1759,0.0,0.0,-0.1759
Mile Svilar,Serie A,G,2520,0,0,,0.0,0.0,
Kenan Yıldız,Serie A,F,2222,9,5,7.3574,0.3645364536453646,0.20252025202520252,1.6425999999999998
Dušan Vlahović,Serie A,F,682,3,1,4.1235,0.3958944281524927,0.13196480938416422,-1.1235
Jonathan David,Serie A,F,1426,5,4,8.1884,0.3155680224403927,0.25245441795231416,-3.1883999999999997
Francisco Conceição,Serie A,F,1315,3,2,4.5362,0.20532319391634982,0.13688212927756654,-1.5362
Loïs Openda,Serie A,F,671,1,0,3.5657,0.13412816691505217,0.0,-2.5657
Edon Zhegrova,Serie A,F,294,0,0,0.5024,0.0,0.0,-0.5024
Jérémie Boga,Serie A,F,118,2,0,0.6787,1.5254237288135593,0.0,1.3213
Khéphren Thuram,Serie A,M,1929,2,2,2.2571,0.09331259720062209,0.09331259720062209,-0.2570999999999999
Manuel Locatelli,Serie A,M,2104,1,2,1.3209,0.04277566539923954,0.08555133079847908,-0.32089999999999996
Teun Koopmeiners,Serie A,M,1557,0,0,1.1753,0.0,0.0,-1.1753
Weston McKennie,Serie A,M,2035,4,4,5.4205,0.1769041769041769,0.1769041769041769,-1.4204999999999997
Andrea Cambiaso,Serie A,M,2040,3,3,2.4487,0.1323529411764706,0.1323529411764706,0.5512999999999999
Filip Kostić,Serie A,M,478,3,1,0.586,0.5648535564853556,0.18828451882845187,2.414
Vasilije Adžić,Serie A,M,193,1,0,0.2299,0.46632124352331605,0.0,0.7701
Fabio Miretti,Serie A,M,527,1,2,1.1171,0.17077798861480076,0.3415559772296015,-0.11709999999999998
Bremer,Serie A,D,1365,3,3,1.6383,0.1978021978021978,0.1978021978021978,1.3617
Pierre Kalulu,Serie A,D,2382,2,3,1.4643,0.07556675062972291,0.11335012594458438,0.5357000000000001
Federico Gatti,Serie A,D,951,2,0,1.9499,0.1892744479495268,0.0,0.05010000000000003
Juan Cabal,Serie A,D,296,2,0,0.7946,0.6081081081081081,0.0,1.2054
Lloyd Kelly,Serie A,D,2128,1,0,0.5641,0.042293233082706765,0.0,0.43589999999999995
Emil Holm,Serie A,D,708,1,4,0.9416,0.1271186440677966,0.5084745762711864,0.05840000000000001
Michele Di Gregorio,Serie A,G,2070,0,0,,0.0,0.0,
Mattia Perin,Serie A,G,450,0,0,,0.0,0.0,
Charles De Ketelaere,Serie A,F,1547,3,3,2.6942,0.17453135100193923,0.17453135100193923,0.30580000000000007
Kamaldeen Sulemana,Serie A,F,865,2,1,1.7073,0.20809248554913296,0.10404624277456648,0.29269999999999996
Giacomo Raspadori,Serie A,F,245,1,1,1.6158,0.3673469387755102,0.3673469387755102,-0.6157999999999999
Gianluca Scamacca,Serie A,F,1094,8,1,6.2705,0.6581352833638026,0.08226691042047532,1.7294999999999998
Nikola Krstović,Serie A,F,1111,7,4,8.8417,0.5670567056705671,0.324032403240324,-1.8416999999999994
Nicola Zalewski,Serie A,M,1342,2,4,2.2907,0.13412816691505217,0.26825633383010433,-0.2907000000000002
Éderson,Serie A,M,1587,1,0,3.042,0.05671077504725898,0.0,-2.042
Mario Pašalić,Serie A,M,1512,3,3,1.9621,0.17857142857142855,0.17857142857142855,1.0379
Lazar Samardžić,Serie A,M,885,2,1,2.817,0.2033898305084746,0.1016949152542373,-0.8170000000000002
Yunus Musah,Serie A,M,515,1,0,0.5809,0.17475728155339806,0.0,0.41910000000000003
Raoul Bellanova,Serie A,M,1166,0,1,0.4756,0.0,0.07718696397941681,-0.4756
Davide Zappacosta,Serie A,M,1825,1,3,1.3558,0.049315068493150684,0.14794520547945206,-0.3557999999999999
Marten de Roon,Serie A,M,1932,1,1,0.7656,0.04658385093167702,0.04658385093167702,0.23440000000000005
Lorenzo Bernasconi,Serie A,M,1176,0,3,0.3107,0.0,0.22959183673469385,-0.3107
Odilon Kossounou,Serie A,D,897,1,0,0.3877,0.10033444816053512,0.0,0.6123000000000001
Giorgio Scalvini,Serie A,D,1027,2,0,1.9842,0.17526777020447906,0.0,0.015800000000000036
Sead Kolašinac,Serie A,D,711,0,0,0.1948,0.0,0.0,-0.1948
Isak Hien,Serie A,D,1713,1,0,0.8017,0.05253940455341506,0.0,0.19830000000000003
Berat Djimsiti,Serie A,D,1844,0,0,1.0234,0.0,0.0,-1.0234
Honest Ahanor,Serie A,D,1019,0,0,1.5951,0.0,0.0,-1.5951
Marco Carnesecchi,Serie A,G,2520,0,0,,0.0,0.0,
Santiago Castro,Serie A,F,1677,7,2,5.8236,0.3756708407871198,0.1073345259391771,1.1764000000000001
Jonathan Rowe,Serie A,F,1094,1,1,2.8024,0.08226691042047532,0.08226691042047532,-1.8024
Thijs Dallinga,Serie A,F,726,1,2,2.6,0.12396694214876033,0.24793388429752067,-1.6
Nicolò Cambiaghi,Serie A,F,1253,3,4,1.9977,0.2154828411811652,0.28731045490822027,1.0023
Riccardo Orsolini,Serie A,M,1554,7,1,6.2318,0.40540540540540543,0.05791505791505791,0.7682000000000002
Federico Bernardeschi,Serie A,M,745,2,1,2.0338,0.24161073825503354,0.12080536912751677,-0.03379999999999983
Benjamín Domínguez,Serie A,M,450,0,3,0.6223,0.0,0.6000000000000001,-0.6223
Nikola Moro,Serie A,M,1301,2,0,0.5107,0.13835511145272866,0.0,1.4893
Lewis Ferguson,Serie A,M,1195,1,0,0.5737,0.07531380753138076,0.0,0.4263
Remo Freuler,Serie A,M,1495,0,2,0.1252,0.0,0.12040133779264213,-0.1252
Jens Odgaard,Serie A,M,1179,5,1,2.1414,0.38167938931297707,0.07633587786259542,2.8586
Tommaso Pobega,Serie A,M,1137,2,1,1.6055,0.158311345646438,0.079155672823219,0.3945000000000001
Simon Sohm,Serie A,M,1000,0,1,0.5649,0.0,0.09,-0.5649
Jhon Lucumí,Serie A,D,1565,1,0,0.8941,0.05750798722044729,0.0,0.1059
João Mário,Serie A,D,640,0,0,0.1838,0.0,0.0,-0.1838
Juan Miranda,Serie A,D,1718,1,0,0.4724,0.05238649592549476,0.0,0.5276000000000001
Nadir Zortea,Serie A,D,1439,0,2,0.4335,0.0,0.1250868658790827,-0.4335
Martin Vitík,Serie A,D,1041,0,0,0.317,0.0,0.0,-0.317
Torbjørn Heggem,Serie A,D,1819,0,0,1.0865,0.0,0.0,-1.0865
Charalampos Lykogiannis,Serie A,D,627,0,1,0.2016,0.0,0.14354066985645933,-0.2016
Nicolò Casale,Serie A,D,594,0,0,0.2327,0.0,0.0,-0.2327
Lorenzo De Silvestri,Serie A,D,299,0,0,,0.0,0.0,
Łukasz Skorupski,Serie A,G,1324,0,0,,0.0,0.0,
Federico Ravaglia,Serie A,G,1109,0,0,,0.0,0.0,
Massimo Pessina,Serie A,G,82,0,0,,0.0,0.0,
Domenico Berardi,Serie A,F,1319,7,3,5.3612,0.4776345716451858,0.2047005307050796,1.6387999999999998
Andrea Pinamonti,Serie A,F,1983,6,3,6.1319,0.2723146747352496,0.1361573373676248,-0.1318999999999999
Armand Laurienté,Serie A,F,1749,4,7,2.3479,0.2058319039451115,0.3602058319039452,1.6521
M'Bala Nzola,Serie A,F,1126,3,0,5.6007,0.23978685612788633,0.0,-2.6007
Alieu Fadera,Serie A,F,927,2,1,2.1004,0.19417475728155337,0.09708737864077668,-0.10040000000000004
Luca Moro,Serie A,F,204,0,0,0.6169,0.0,0.0,-0.6169
Nemanja Matić,Serie A,M,2085,1,1,0.3266,0.04316546762589928,0.04316546762589928,0.6734
Ismael Koné,Serie A,M,1934,5,0,3.6953,0.2326783867631851,0.0,1.3047
Kristian Thorstvedt,Serie A,M,1558,3,2,3.9426,0.17329910141206675,0.11553273427471115,-0.9426000000000001
Aster Vranckx,Serie A,M,596,0,0,0.1463,0.0,0.0,-0.1463
Cristian Volpato,Serie A,M,654,1,4,0.5887,0.13761467889908258,0.5504587155963303,0.4113
Luca Lipani,Serie A,M,675,0,0,0.6696,0.0,0.0,-0.6696
Daniel Boloca,Serie A,M,135,0,0,0.245,0.0,0.0,-0.245
Edoardo Iannoni,Serie A,M,249,1,0,0.4292,0.36144578313253006,0.0,0.5708
Jay Idzes,Serie A,D,2339,0,0,0.091,0.0,0.0,-0.091
Tarik Muharemović,Serie A,D,2025,2,2,1.1111,0.08888888888888889,0.08888888888888889,0.8889
Woyo Coulibaly,Serie A,D,514,0,0,0.0952,0.0,0.0,-0.0952
Sebastian Walukiewicz,Serie A,D,2137,0,1,0.173,0.0,0.04211511464670099,-0.173
Josh Doig,Serie A,D,1732,0,0,0.5334,0.0,0.0,-0.5334
Ulisses Garcia,Serie A,D,245,0,1,,0.0,0.3673469387755102,
Pedro Felipe,Serie A,D,1,0,0,,0.0,0.0,
Fali Candé,Serie A,D,512,0,0,0.2222,0.0,0.0,-0.2222
Filippo Romagna,Serie A,D,257,0,0,0.0391,0.0,0.0,-0.0391
Arijanet Murić,Serie A,G,2340,0,0,,0.0,0.0,
Stefano Turati,Serie A,G,90,0,0,,0.0,0.0,
Nicolò Zaniolo,Serie A,F,1586,5,4,4.3947,0.2837326607818411,0.22698612862547288,0.6052999999999997
Adam Buksa,Serie A,F,632,2,0,1.029,0.2848101265822785,0.0,0.9710000000000001
Vakoun Bayo,Serie A,F,424,0,1,1.2807,0.0,0.2122641509433962,-1.2807
Idrissa Gueye,Serie A,F,184,0,0,0.1973,0.0,0.0,-0.1973
Keinan Davis,Serie A,F,1647,9,3,8.2613,0.4918032786885246,0.16393442622950818,0.7386999999999997
Arthur Atta,Serie A,M,1725,2,3,2.4051,0.10434782608695652,0.1565217391304348,-0.4051
Jakub Piotrowski,Serie A,M,1298,1,1,1.7857,0.06933744221879816,0.06933744221879816,-0.7857000000000001
Lennon Miller,Serie A,M,653,0,1,0.3547,0.0,0.13782542113323124,-0.3547
Jürgen Ekkelenkamp,Serie A,M,1662,3,1,3.3226,0.1624548736462094,0.05415162454873646,-0.3226
Hassane Kamara,Serie A,M,1154,0,1,0.4261,0.0,0.0779896013864818,-0.4261
Alessandro Zanoli,Serie A,M,1290,1,2,0.1005,0.06976744186046512,0.13953488372093023,0.8995
Jesper Karlström,Serie A,M,2477,1,0,0.5048,0.03633427533306419,0.0,0.4952
Kingsley Ehizibue,Serie A,M,1076,0,0,0.1165,0.0,0.0,-0.1165
Oier Zarraga,Serie A,M,344,0,0,0.2805,0.0,0.0,-0.2805
Oumar Solet,Serie A,D,2151,3,1,2.4004,0.12552301255230125,0.04184100418410042,0.5996000000000001
Branimir Mlačić,Serie A,D,62,0,0,,0.0,0.0,
Juan Arizala,Serie A,D,21,0,0,,0.0,0.0,
Thomas Kristensen,Serie A,D,1615,2,0,0.4965,0.11145510835913314,0.0,1.5035
Jordan Zemura,Serie A,D,1018,0,1,0.4649,0.0,0.08840864440078584,-0.4649
Nicolò Bertola,Serie A,D,1646,0,1,0.5501,0.0,0.05467800729040097,-0.5501
Christian Kabasele,Serie A,D,1548,3,0,1.1534,0.1744186046511628,0.0,1.8466
Maduka Okoye,Serie A,G,1717,0,0,,0.0,0.0,
Răzvan Sava,Serie A,G,619,0,0,,0.0,0.0,
Daniele Padelli,Serie A,G,180,0,0,,0.0,0.0,
Boulaye Dia,Serie A,F,886,1,0,2.1021,0.10158013544018057,0.0,-1.1021
Pedro,Serie A,F,625,3,1,2.1053,0.43199999999999994,0.14400000000000002,0.8946999999999998
Daniel Maldini,Serie A,F,591,0,1,0.9507,0.0,0.15228426395939085,-0.9507
Petar Ratkov,Serie A,F,217,0,0,0.5186,0.0,0.0,-0.5186
Matteo Cancellieri,Serie A,F,1231,3,0,2.688,0.21933387489845654,0.0,0.31199999999999983
Tijjani Noslin,Serie A,F,589,2,0,2.4872,0.30560271646859083,0.0,-0.4872000000000001
Mattia Zaccagni,Serie A,M,1786,3,0,2.7709,0.15117581187010076,0.0,0.22909999999999986
Reda Belahyane,Serie A,M,514,0,1,0.1294,0.0,0.17509727626459143,-0.1294
Fisayo Dele-Bashiru,Serie A,M,497,0,0,0.4053,0.0,0.0,-0.4053
Kenneth Taylor,Serie A,M,694,1,0,0.6485,0.12968299711815562,0.0,0.35150000000000003
Gustav Isaksen,Serie A,M,1151,3,1,2.7013,0.23457862728062556,0.07819287576020852,0.2987000000000002
Nicolò Rovella,Serie A,M,342,0,1,0.0302,0.0,0.2631578947368421,-0.0302
Toma Bašić,Serie A,M,1180,1,2,1.1269,0.07627118644067796,0.15254237288135591,-0.1269
Danilo Cataldi,Serie A,M,1803,3,3,2.9477,0.1497504159733777,0.1497504159733777,0.05229999999999979
Nuno Tavares,Serie A,D,759,0,0,0.2769,0.0,0.0,-0.2769
Alessio Romagnoli,Serie A,D,1933,0,0,1.2312,0.0,0.0,-1.2312
Mario Gila Fuentes,Serie A,D,2023,0,0,0.9422,0.0,0.0,-0.9422
Luca Pellegrini,Serie A,D,1220,0,0,0.5082,0.0,0.0,-0.5082
Elseid Hysaj,Serie A,D,162,0,0,,0.0,0.0,
Adam Marušić,Serie A,D,2120,0,1,0.6814,0.0,0.04245283018867924,-0.6814
Manuel Lazzari,Serie A,D,630,0,0,0.0055,0.0,0.0,-0.0055
Oliver Provstgaard,Serie A,D,787,0,0,0.0349,0.0,0.0,-0.0349
Patric,Serie A,D,162,0,0,0.0916,0.0,0.0,-0.0916
Ivan Provedel,Serie A,G,2430,0,0,,0.0,0.0,
Mateo Pellegrino,Serie A,F,2302,7,1,7.3465,0.2736750651607298,0.03909643788010426,-0.3464999999999998
Jacob Ondrejka,Serie A,F,667,0,0,1.1147,0.0,0.0,-1.1147
Gaetano Oristanio,Serie A,F,791,1,0,2.0127,0.11378002528445007,0.0,-1.0127000000000002
Nesta Elphege,Serie A,F,33,0,0,,0.0,0.0,
Pontus Almqvist,Serie A,F,399,0,0,0.3347,0.0,0.0,-0.3347
Benjamin Cremaschi,Serie A,M,133,0,0,0.022,0.0,0.0,-0.022
Adrián Bernabé,Serie A,M,2127,3,1,2.1746,0.12693935119887165,0.04231311706629055,0.8254000000000001
Gabriel Strefezza,Serie A,M,363,0,0,0.3107,0.0,0.0,-0.3107
Hans Nicolussi Caviglia,Serie A,M,827,0,3,0.3155,0.0,0.3264812575574365,-0.3155
Mandela Keita,Serie A,M,2210,0,1,0.3128,0.0,0.04072398190045249,-0.3128
Franco Carboni,Serie A,M,13,0,0,,0.0,0.0,
Christian Ordoñez,Serie A,M,677,1,0,0.3812,0.1329394387001477,0.0,0.6188
Oliver Sørensen,Serie A,M,1588,1,0,1.5636,0.05667506297229219,0.0,-0.5636000000000001
Nahuel Estévez,Serie A,M,897,0,0,0.5573,0.0,0.0,-0.5573
Mariano Troilo,Serie A,D,854,1,0,0.4151,0.1053864168618267,0.0,0.5849
Abdoulaye Ndiaye,Serie A,D,496,0,0,0.2942,0.0,0.0,-0.2942
